,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
29340,2,0,1,2,Meal Plan 1,0,Room_Type 1,37,2018,3,11,Offline,0,0,0,63.0,0,Not_Canceled
29341,2,0,1,3,Meal Plan 1,0,Room_Type 4,53,2018,10,31,Online,0,0,0,122.0,4,Not_Canceled
29342,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,12,20,Online,1,0,2,56.0,0,Not_Canceled
29343,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,11,23,Corporate,1,0,3,79.0,0,Not_Canceled
29344,2,0,1,3,Meal Plan 1,0,Room_Type 1,110,2018,8,15,Online,0,0,0,117.9,0,Canceled
29345,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,Canceled
29346,2,0,0,4,Meal Plan 1,0,Room_Type 1,33,2018,3,2,Online,0,0,0,83.9,1,Canceled
29347,2,0,1,4,Meal Plan 1,0,Room_Type 1,117,2018,8,24,Offline,0,0,0,72.25,0,Canceled
29348,2,2,2,3,Meal Plan 1,0,Room_Type 6,66,2018,9,4,Online,0,0,0,177.66,3,Not_Canceled
29349,1,0,0,2,Meal Plan 1,0,Room_Type 1,28,2018,5,17,Offline,0,0,0,90.0,0,Not_Canceled
29350,2,0,1,2,Meal Plan 1,0,Room_Type 1,62,2018,11,4,Online,0,0,0,97.2,2,Not_Canceled
29351,2,2,0,3,Meal Plan 1,0,Room_Type 2,43,2018,1,14,Online,0,0,0,86.75,1,Not_Canceled
29352,2,0,0,3,Meal Plan 2,0,Room_Type 1,1,2018,9,29,Corporate,0,0,0,146.0,0,Not_Canceled
29353,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,2017,9,9,Corporate,0,0,0,90.0,0,Not_Canceled
29354,2,2,1,1,Meal Plan 1,0,Room_Type 6,11,2018,4,30,Online,0,0,0,225.0,2,Not_Canceled
29355,2,0,0,2,Not Selected,0,Room_Type 1,5,2018,2,26,Online,0,0,0,81.0,1,Not_Canceled
29356,2,0,2,2,Meal Plan 1,0,Room_Type 1,3,2018,10,2,Online,0,0,0,128.0,0,Not_Canceled
29357,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70.0,0,Not_Canceled
29358,2,0,0,1,Not Selected,0,Room_Type 1,31,2018,3,17,Online,0,0,0,71.1,1,Not_Canceled
29359,2,0,2,4,Not Selected,0,Room_Type 1,1,2017,8,8,Online,0,0,0,81.0,0,Not_Canceled
29360,1,0,2,1,Meal Plan 2,0,Room_Type 1,4,2018,1,2,Offline,0,0,0,87.0,0,Not_Canceled
29361,2,0,2,5,Meal Plan 1,0,Room_Type 1,101,2018,4,9,Online,0,0,0,70.99,2,Not_Canceled
29362,1,0,2,0,Meal Plan 1,0,Room_Type 1,5,2018,5,8,Offline,0,0,0,84.0,0,Not_Canceled
29363,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
29364,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,102.0,0,Canceled
29365,1,0,0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,96.0,0,Not_Canceled
29366,1,0,2,1,Meal Plan 1,0,Room_Type 1,29,2018,3,5,Offline,0,0,0,86.0,1,Not_Canceled
29367,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,3,21,Online,0,0,0,108.0,1,Canceled
29368,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
29369,2,0,2,2,Meal Plan 1,0,Room_Type 1,5,2018,1,10,Online,0,0,0,64.64,0,Not_Canceled
29370,2,0,2,7,Meal Plan 1,0,Room_Type 1,14,2017,11,6,Offline,0,0,0,47.78,0,Not_Canceled
29371,3,0,2,5,Meal Plan 1,0,Room_Type 4,140,2018,7,31,Online,0,0,0,132.48,0,Not_Canceled
29372,2,0,1,1,Not Selected,0,Room_Type 1,32,2018,2,6,Online,0,0,0,67.5,2,Not_Canceled
29373,1,0,1,3,Meal Plan 1,0,Room_Type 1,127,2018,4,28,Offline,0,0,0,80.0,0,Not_Canceled
29374,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75.0,0,Canceled
29375,0,2,1,1,Meal Plan 1,0,Room_Type 7,14,2018,8,13,Online,0,0,0,0.0,1,Not_Canceled
29376,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,2,12,Online,0,0,0,102.0,2,Not_Canceled
29377,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
29378,2,0,2,2,Meal Plan 1,0,Room_Type 2,46,2018,3,18,Offline,0,0,0,74.8,0,Not_Canceled
29379,2,0,1,2,Meal Plan 1,0,Room_Type 1,59,2018,11,14,Offline,0,0,0,75.0,1,Not_Canceled
29380,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2018,7,14,Offline,0,0,0,112.0,1,Canceled
29381,2,0,0,2,Not Selected,0,Room_Type 1,27,2018,1,29,Online,0,0,0,77.0,1,Not_Canceled
29382,2,0,2,1,Meal Plan 2,0,Room_Type 1,1,2017,8,29,Offline,0,0,0,47.25,0,Not_Canceled
29383,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled
29384,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65.0,0,Canceled
29385,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,18,Online,0,0,0,124.0,2,Not_Canceled
29386,2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,Canceled
29387,2,0,1,2,Not Selected,0,Room_Type 1,86,2018,10,10,Online,0,0,0,108.0,2,Not_Canceled
29388,3,0,0,1,Meal Plan 1,0,Room_Type 4,49,2018,9,2,Online,0,0,0,142.2,0,Canceled
29389,2,0,0,2,Meal Plan 1,0,Room_Type 1,73,2018,4,26,Online,0,0,0,74.15,1,Not_Canceled
29390,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,6,14,Corporate,0,0,0,95.0,0,Canceled
29391,2,1,0,2,Meal Plan 1,0,Room_Type 1,6,2018,12,30,Online,0,0,0,158.0,2,Not_Canceled
29392,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,61.0,0,Canceled
29393,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,0,Not_Canceled
29394,1,0,1,2,Not Selected,0,Room_Type 1,11,2018,3,7,Offline,0,0,0,54.8,0,Canceled
29395,2,0,1,2,Meal Plan 1,0,Room_Type 1,40,2018,4,11,Online,0,0,0,105.3,1,Not_Canceled
29396,2,0,2,2,Not Selected,0,Room_Type 1,157,2018,7,16,Online,0,0,0,87.13,0,Canceled
29397,2,0,0,2,Not Selected,0,Room_Type 1,17,2017,9,10,Online,0,0,0,73.92,0,Not_Canceled
29398,2,0,0,3,Meal Plan 1,0,Room_Type 4,23,2017,10,21,Offline,0,0,0,75.0,1,Not_Canceled
29399,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
29400,2,0,0,5,Meal Plan 1,0,Room_Type 1,142,2018,7,12,Online,0,0,0,99.45,0,Canceled
29401,1,0,0,4,Meal Plan 1,0,Room_Type 4,38,2018,11,2,Online,0,0,0,77.23,3,Not_Canceled
29402,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
29403,2,0,0,3,Meal Plan 1,0,Room_Type 4,218,2018,10,5,Online,0,0,0,122.4,1,Canceled
29404,3,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,3,22,Offline,0,0,0,82.0,1,Not_Canceled
29405,2,0,2,3,Meal Plan 1,0,Room_Type 1,190,2018,12,1,Offline,0,0,0,59.16,0,Not_Canceled
29406,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,Not_Canceled
29407,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,3,Online,0,0,0,149.0,1,Not_Canceled
29408,2,0,2,5,Not Selected,0,Room_Type 1,97,2018,10,17,Online,0,0,0,108.0,0,Canceled
29409,2,0,2,2,Meal Plan 1,0,Room_Type 2,99,2018,2,14,Online,0,0,0,79.5,2,Not_Canceled
29410,2,0,2,2,Meal Plan 1,0,Room_Type 4,236,2018,9,3,Offline,0,0,0,90.95,0,Not_Canceled
29411,1,0,0,3,Meal Plan 1,0,Room_Type 1,63,2017,11,10,Online,0,0,0,89.53,1,Canceled
29412,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0,Canceled
29413,2,0,1,3,Meal Plan 1,0,Room_Type 4,134,2018,9,29,Online,0,0,0,137.7,2,Canceled
29414,1,0,0,2,Meal Plan 1,0,Room_Type 1,167,2018,10,5,Offline,0,0,0,78.2,0,Canceled
29415,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
29416,2,0,2,3,Meal Plan 1,0,Room_Type 1,151,2017,8,21,Online,0,0,0,76.5,2,Not_Canceled
29417,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Offline,0,0,0,105.0,0,Canceled
29418,2,0,1,2,Not Selected,0,Room_Type 1,76,2018,5,16,Online,0,0,0,116.1,2,Not_Canceled
29419,2,0,0,2,Meal Plan 1,0,Room_Type 2,124,2018,6,30,Online,0,0,0,97.55,0,Not_Canceled
29420,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,3,16,Online,0,0,0,80.08,1,Not_Canceled
29421,2,0,0,2,Not Selected,0,Room_Type 1,53,2018,7,1,Online,0,0,0,78.35,1,Not_Canceled
29422,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,7,5,Offline,0,0,0,85.0,0,Not_Canceled
29423,2,0,0,2,Not Selected,0,Room_Type 1,77,2018,7,5,Online,0,0,0,107.1,1,Not_Canceled
29424,2,0,1,4,Meal Plan 1,0,Room_Type 1,240,2018,7,13,Online,0,0,0,90.95,0,Canceled
29425,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled
29426,3,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,2,24,Offline,0,0,0,118.0,1,Not_Canceled
29427,2,0,0,2,Not Selected,0,Room_Type 1,161,2018,10,25,Online,0,0,0,80.1,3,Not_Canceled
29428,1,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,86.0,0,Not_Canceled
29429,2,0,1,3,Meal Plan 1,0,Room_Type 1,189,2018,8,8,Offline,0,0,0,72.25,0,Not_Canceled
29430,2,0,0,2,Meal Plan 1,0,Room_Type 2,10,2018,5,18,Online,0,0,0,119.5,0,Canceled
29431,2,0,2,3,Meal Plan 1,0,Room_Type 1,22,2018,3,31,Online,0,0,0,137.0,0,Canceled
29432,1,0,2,5,Meal Plan 1,0,Room_Type 1,14,2017,12,3,Offline,0,0,0,55.0,0,Not_Canceled
29433,2,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,89.25,0,Canceled
29434,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,10,20,Online,0,0,0,160.0,3,Not_Canceled
29435,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled
29436,2,0,2,1,Meal Plan 1,0,Room_Type 1,98,2018,7,3,Online,0,0,0,114.3,2,Not_Canceled
29437,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,11,19,Online,0,0,0,86.4,0,Canceled
29438,2,0,2,2,Meal Plan 1,0,Room_Type 1,282,2018,10,29,Online,0,0,0,88.83,1,Canceled
29439,2,0,4,9,Meal Plan 1,0,Room_Type 1,10,2018,5,15,Corporate,0,0,0,129.0,0,Not_Canceled
29440,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
29441,2,2,0,1,Meal Plan 1,0,Room_Type 6,4,2018,3,25,Online,0,0,0,240.0,1,Not_Canceled
29442,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,10,1,Online,0,0,0,120.0,1,Not_Canceled
29443,2,0,0,3,Meal Plan 1,0,Room_Type 1,68,2017,12,31,Offline,0,0,0,71.33,1,Not_Canceled
29444,3,0,0,4,Meal Plan 1,0,Room_Type 4,106,2018,8,24,Online,0,0,0,152.1,0,Canceled
29445,2,0,0,2,Meal Plan 1,0,Room_Type 1,55,2018,2,24,Offline,0,0,0,56.0,0,Not_Canceled
29446,1,0,0,1,Meal Plan 1,0,Room_Type 1,48,2017,10,23,Online,0,0,0,65.83,0,Not_Canceled
29447,1,0,0,1,Meal Plan 1,0,Room_Type 1,58,2017,10,30,Online,0,0,0,85.5,2,Not_Canceled
29448,2,0,0,2,Meal Plan 1,0,Room_Type 1,239,2018,10,28,Online,0,0,0,96.3,1,Canceled
29449,2,0,0,3,Meal Plan 1,0,Room_Type 2,166,2018,4,21,Online,0,0,0,73.6,2,Not_Canceled
29450,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65.0,0,Canceled
29451,1,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,80.5,0,Not_Canceled
29452,2,1,0,2,Meal Plan 1,0,Room_Type 1,42,2018,8,16,Online,0,0,0,152.1,1,Not_Canceled
29453,2,0,2,1,Meal Plan 1,0,Room_Type 1,89,2018,5,1,Offline,0,0,0,75.0,0,Not_Canceled
29454,2,0,1,0,Meal Plan 1,0,Room_Type 1,9,2018,10,10,Complementary,0,0,0,0.0,1,Not_Canceled
29455,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65.0,0,Canceled
29456,2,0,0,5,Meal Plan 1,0,Room_Type 1,63,2017,10,27,Online,0,0,0,72.25,3,Not_Canceled
29457,2,0,2,5,Meal Plan 1,0,Room_Type 4,96,2018,11,6,Offline,0,0,0,78.2,0,Canceled
29458,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76.0,0,Not_Canceled
29459,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Canceled
29460,2,0,0,2,Meal Plan 1,0,Room_Type 4,79,2018,11,25,Online,0,0,0,114.0,2,Not_Canceled
29461,2,1,0,1,Meal Plan 1,0,Room_Type 1,50,2018,3,24,Online,0,0,0,115.2,2,Not_Canceled
29462,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,2,24,Corporate,1,0,10,65.5,0,Not_Canceled
29463,2,0,1,1,Not Selected,0,Room_Type 1,2,2018,9,17,Online,0,0,0,94.32,0,Not_Canceled
29464,2,0,2,2,Meal Plan 1,0,Room_Type 1,47,2018,3,11,Online,0,0,0,86.35,1,Not_Canceled
29465,2,1,0,2,Meal Plan 1,0,Room_Type 1,90,2018,4,28,Online,0,0,0,127.8,1,Canceled
29466,2,0,0,3,Not Selected,0,Room_Type 1,197,2018,9,15,Online,0,0,0,116.1,1,Canceled
29467,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,2018,10,3,Offline,0,0,0,100.0,0,Canceled
29468,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
29469,2,0,0,3,Meal Plan 1,0,Room_Type 1,106,2018,3,22,Offline,0,0,0,77.33,0,Not_Canceled
29470,2,2,0,2,Meal Plan 1,0,Room_Type 6,2,2018,7,29,Online,0,0,0,220.0,2,Not_Canceled
29471,2,0,0,2,Not Selected,0,Room_Type 1,15,2018,2,12,Online,0,0,0,79.0,0,Canceled
29472,2,0,0,1,Not Selected,0,Room_Type 1,184,2018,8,13,Online,0,0,0,103.5,1,Canceled
29473,2,0,0,3,Meal Plan 1,0,Room_Type 1,76,2018,5,17,Offline,0,0,0,80.75,1,Not_Canceled
29474,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,8,16,Online,0,0,0,117.9,1,Not_Canceled
29475,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Not_Canceled
29476,2,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,11,19,Online,0,0,0,93.6,0,Canceled
29477,1,0,2,3,Meal Plan 1,0,Room_Type 1,13,2017,9,13,Corporate,0,0,0,65.0,0,Not_Canceled
29478,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,80.0,0,Canceled
29479,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
29480,2,0,1,3,Meal Plan 1,0,Room_Type 1,155,2018,5,16,Online,0,0,0,76.58,1,Not_Canceled
29481,1,0,1,0,Meal Plan 1,0,Room_Type 1,45,2018,4,10,Corporate,1,1,4,65.0,0,Canceled
29482,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,62.8,0,Canceled
29483,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Online,0,0,0,6.0,0,Not_Canceled
29484,2,0,0,1,Meal Plan 1,0,Room_Type 2,72,2018,3,19,Online,0,0,0,78.15,0,Canceled
29485,1,0,0,3,Meal Plan 2,0,Room_Type 1,13,2018,4,26,Offline,0,0,0,73.0,0,Not_Canceled
29486,3,0,0,1,Meal Plan 1,0,Room_Type 4,34,2018,8,10,Online,0,0,0,168.3,0,Canceled
29487,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
29488,1,0,0,1,Meal Plan 1,0,Room_Type 1,75,2018,6,15,Corporate,1,1,6,65.0,0,Not_Canceled
29489,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,0,Canceled
29490,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,8,17,Online,0,0,0,137.0,2,Not_Canceled
29491,2,0,1,2,Meal Plan 1,0,Room_Type 1,119,2018,4,29,Online,0,0,0,99.3,1,Not_Canceled
29492,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0.0,0,Not_Canceled
29493,2,0,2,5,Meal Plan 2,0,Room_Type 1,5,2017,8,25,Offline,0,0,0,100.0,1,Not_Canceled
29494,1,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,4,10,Online,0,0,0,103.0,0,Not_Canceled
29495,2,0,1,2,Meal Plan 1,0,Room_Type 1,107,2018,8,5,Online,0,0,0,111.3,1,Not_Canceled
29496,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140.0,1,Not_Canceled
29497,2,0,1,1,Meal Plan 1,0,Room_Type 1,93,2018,6,20,Online,0,0,0,126.9,1,Not_Canceled
29498,2,0,2,1,Meal Plan 1,0,Room_Type 4,40,2017,11,7,Offline,0,0,0,60.0,0,Not_Canceled
29499,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled
29500,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,4,27,Online,0,0,0,103.44,2,Not_Canceled
29501,2,0,2,5,Meal Plan 1,0,Room_Type 1,121,2018,5,31,Online,0,0,0,119.85,1,Not_Canceled
29502,1,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,58.0,0,Not_Canceled
29503,2,0,0,2,Not Selected,0,Room_Type 1,26,2018,4,15,Online,0,0,0,115.0,0,Canceled
29504,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,65.0,1,Not_Canceled
29505,2,0,1,3,Meal Plan 1,0,Room_Type 4,267,2018,10,24,Online,0,0,0,105.83,1,Canceled
29506,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,4,Online,0,0,0,143.0,0,Not_Canceled
29507,0,2,0,3,Meal Plan 1,0,Room_Type 2,178,2018,8,23,Online,0,0,0,94.62,1,Canceled
29508,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,Canceled
29509,2,0,2,1,Meal Plan 2,0,Room_Type 1,128,2018,6,26,Offline,0,0,0,142.25,0,Not_Canceled
29510,2,0,1,3,Meal Plan 1,0,Room_Type 1,135,2018,6,16,Online,0,0,0,119.85,2,Not_Canceled
29511,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
29512,1,0,2,4,Not Selected,0,Room_Type 1,3,2018,1,3,Online,0,0,0,54.0,0,Not_Canceled
29513,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2018,6,8,Online,0,0,0,83.85,2,Not_Canceled
29514,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
29515,2,0,0,1,Not Selected,0,Room_Type 1,6,2018,11,25,Online,0,0,0,95.0,1,Not_Canceled
29516,2,0,0,3,Meal Plan 1,0,Room_Type 1,150,2018,6,2,Online,0,0,0,106.2,1,Canceled
29517,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
29518,2,1,1,1,Not Selected,0,Room_Type 1,56,2018,8,6,Online,0,0,0,125.1,1,Not_Canceled
29519,2,0,1,1,Not Selected,0,Room_Type 1,33,2018,4,18,Online,0,0,0,80.1,0,Not_Canceled
29520,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
29521,2,0,1,0,Not Selected,0,Room_Type 1,76,2018,5,22,Online,0,0,0,116.1,0,Canceled
29522,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,87.0,0,Not_Canceled
29523,2,1,2,5,Not Selected,0,Room_Type 1,74,2018,10,31,Online,0,0,0,61.08,1,Not_Canceled
29524,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,20,Online,0,0,0,99.0,1,Not_Canceled
29525,2,0,3,6,Meal Plan 2,0,Room_Type 1,190,2018,8,22,Online,0,0,0,128.92,0,Canceled
29526,1,0,0,1,Meal Plan 1,0,Room_Type 1,361,2018,11,4,Online,1,1,0,91.0,0,Canceled
29527,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2017,7,3,Offline,0,0,0,63.75,1,Canceled
29528,2,0,1,2,Not Selected,0,Room_Type 1,52,2018,4,22,Offline,0,0,0,85.0,0,Not_Canceled
29529,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
29530,3,0,2,2,Meal Plan 1,0,Room_Type 4,62,2018,7,2,Online,0,0,0,150.3,2,Not_Canceled
29531,2,1,2,3,Meal Plan 1,0,Room_Type 1,9,2018,3,18,Online,0,0,0,154.4,2,Not_Canceled
29532,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,4,8,Online,0,0,0,89.0,1,Not_Canceled
29533,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
29534,2,0,1,2,Meal Plan 1,0,Room_Type 4,83,2018,12,26,Online,0,0,0,111.6,1,Not_Canceled
29535,2,2,2,1,Meal Plan 1,0,Room_Type 6,46,2018,9,3,Online,0,0,0,181.8,0,Canceled
29536,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
29537,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled
29538,2,0,2,2,Meal Plan 1,0,Room_Type 1,192,2018,6,18,Offline,0,0,0,80.75,0,Not_Canceled
29539,1,0,1,1,Meal Plan 1,0,Room_Type 1,67,2018,11,26,Online,0,0,0,86.4,1,Not_Canceled
29540,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled
29541,2,0,1,3,Meal Plan 1,0,Room_Type 1,2,2017,8,17,Online,0,0,0,122.0,2,Not_Canceled
29542,2,0,0,3,Meal Plan 1,0,Room_Type 1,201,2018,7,6,Offline,0,0,0,72.08,0,Not_Canceled
29543,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,Canceled
29544,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,12,30,Online,0,0,0,138.0,0,Not_Canceled
29545,3,0,0,1,Meal Plan 1,0,Room_Type 4,43,2018,7,14,Online,0,0,0,168.3,0,Canceled
29546,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
29547,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
29548,2,0,0,2,Meal Plan 2,0,Room_Type 4,64,2018,7,14,Online,0,0,0,153.0,0,Canceled
29549,2,0,1,0,Meal Plan 1,0,Room_Type 1,163,2018,8,1,Online,0,0,0,105.3,2,Canceled
29550,2,0,2,2,Meal Plan 1,1,Room_Type 1,169,2018,4,23,Online,0,0,0,118.25,2,Canceled
29551,2,0,2,1,Not Selected,0,Room_Type 1,43,2018,6,26,Online,0,0,0,95.1,0,Canceled
29552,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
29553,2,0,2,3,Meal Plan 1,0,Room_Type 1,2,2018,11,26,Online,0,0,0,90.78,0,Not_Canceled
29554,2,0,1,2,Meal Plan 1,0,Room_Type 2,57,2018,2,8,Online,0,0,0,23.0,0,Not_Canceled
29555,2,2,1,1,Meal Plan 1,0,Room_Type 6,26,2018,8,29,Online,0,0,0,206.5,4,Not_Canceled
29556,1,0,1,4,Meal Plan 1,0,Room_Type 4,128,2018,8,17,Online,0,0,0,122.4,0,Canceled
29557,1,0,2,3,Meal Plan 1,0,Room_Type 4,13,2017,9,20,Online,0,0,0,90.98,1,Not_Canceled
29558,1,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,75.0,0,Not_Canceled
29559,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,30,Corporate,0,0,0,88.0,0,Not_Canceled
29560,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,11,Online,0,0,0,143.0,0,Canceled
29561,2,0,0,1,Not Selected,0,Room_Type 1,17,2018,10,7,Online,0,0,0,135.0,2,Not_Canceled
29562,2,0,2,5,Meal Plan 1,0,Room_Type 1,139,2018,8,22,Online,0,0,0,107.87,1,Not_Canceled
29563,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
29564,2,0,1,3,Meal Plan 1,0,Room_Type 1,51,2018,3,7,Online,0,0,0,75.95,1,Not_Canceled
29565,2,0,0,1,Not Selected,0,Room_Type 1,63,2018,5,7,Online,0,0,0,116.1,0,Not_Canceled
29566,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
