,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
24988,3,0,0,3,0,1,3,178,2018,8,23,4,0,0,0,143.7,1,0
24989,2,0,2,1,0,0,0,109,2018,4,30,4,0,0,0,77.03,1,1
24990,2,0,0,2,3,0,0,142,2018,7,1,4,0,0,0,85.5,0,0
24991,2,0,0,1,0,0,3,64,2018,9,16,4,0,0,0,149.4,0,0
24992,2,0,0,1,3,0,0,23,2018,12,7,4,0,0,0,88.0,2,1
24993,2,0,0,3,0,0,0,132,2018,6,30,4,0,0,0,96.3,0,0
24994,2,0,1,2,0,0,0,168,2018,4,22,3,0,0,0,85.0,0,0
24995,2,0,0,3,0,0,0,304,2018,11,3,3,0,0,0,89.0,0,0
24996,2,0,1,2,1,0,1,161,2018,3,25,3,0,0,0,130.0,0,0
24997,2,0,1,0,3,0,0,1,2018,5,23,4,0,0,0,149.0,0,1
24998,1,0,1,2,0,0,0,0,2017,8,3,2,0,0,0,65.0,0,1
24999,2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1
25000,1,0,0,1,0,0,0,78,2018,11,26,4,0,0,0,96.0,2,1
25001,2,0,1,2,3,0,0,77,2018,4,1,4,0,0,0,85.5,0,0
25002,2,0,1,2,0,0,3,160,2018,6,17,4,0,0,0,129.0,1,0
25003,3,0,2,2,0,0,3,23,2017,10,18,3,0,0,0,105.0,1,1
25004,1,0,2,0,0,0,0,5,2017,9,20,2,1,1,0,90.0,0,1
25005,1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
25006,2,0,0,4,0,0,0,222,2018,10,12,3,0,0,0,80.75,1,1
25007,2,0,1,2,0,0,3,46,2017,11,6,3,0,0,0,60.0,0,1
25008,2,0,0,3,0,0,3,110,2018,9,20,3,0,0,0,112.88,0,1
25009,2,0,1,2,0,0,3,51,2018,4,1,4,0,0,0,106.2,0,1
25010,2,0,2,1,0,0,0,23,2018,2,7,3,0,0,0,66.0,0,1
25011,1,0,0,1,0,0,3,0,2018,7,23,4,0,0,0,93.5,2,1
25012,1,0,1,0,0,0,0,3,2017,9,7,4,0,0,0,133.0,1,1
25013,1,0,1,2,0,0,0,50,2018,11,18,4,0,0,0,86.4,2,1
25014,2,0,2,6,3,0,0,18,2018,12,1,4,0,0,0,75.54,0,1
25015,2,0,0,2,1,0,0,273,2017,7,17,3,0,0,0,109.0,0,0
25016,2,0,2,1,0,0,0,15,2018,6,12,4,0,0,0,114.33,0,0
25017,2,0,0,2,0,0,3,1,2018,1,22,4,0,0,0,77.6,0,1
25018,2,0,0,5,0,0,0,67,2018,3,29,4,0,0,0,82.45,1,1
25019,2,0,2,2,0,0,0,65,2018,8,26,3,0,0,0,134.0,1,1
25020,1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1
25021,2,0,2,8,0,0,3,119,2018,8,17,4,0,0,0,118.8,1,0
25022,2,0,1,2,3,0,0,126,2018,7,11,4,0,0,0,73.12,0,0
25023,1,0,0,1,0,0,0,18,2018,12,27,3,0,0,0,60.0,0,1
25024,1,0,0,3,0,0,0,1,2018,1,19,4,0,0,0,89.0,1,1
25025,2,0,1,3,0,0,3,140,2018,7,18,4,0,0,0,114.33,0,1
25026,2,0,0,1,3,0,0,135,2018,12,28,4,0,0,0,79.2,2,0
25027,3,0,2,0,0,0,3,40,2018,3,20,4,0,0,0,131.4,0,0
25028,2,0,0,2,1,0,0,292,2018,7,21,3,0,0,0,115.0,0,0
25029,2,0,0,1,0,0,0,33,2018,5,25,4,0,0,0,108.9,0,1
25030,2,0,2,3,0,0,0,212,2018,5,20,3,0,0,0,78.0,1,1
25031,2,0,2,1,3,0,0,16,2018,6,12,4,0,0,0,102.33,0,1
25032,2,0,2,1,0,0,3,20,2018,10,2,4,0,0,0,164.0,0,1
25033,1,0,0,1,0,0,0,8,2018,5,24,4,0,0,0,114.75,0,1
25034,3,0,1,2,0,0,3,6,2018,3,25,4,0,0,0,192.67,1,1
25035,3,0,0,1,0,0,3,56,2018,6,9,4,0,0,0,141.3,0,0
25036,2,0,1,2,0,0,0,273,2018,5,13,3,0,0,0,95.0,0,0
25037,2,0,0,4,1,0,0,323,2018,5,17,3,0,0,0,112.0,1,0
25038,2,0,0,3,0,0,3,122,2018,8,2,4,0,0,0,118.8,1,1
25039,2,0,0,1,0,0,0,6,2018,8,23,4,0,0,0,140.0,1,1
25040,2,0,2,4,0,0,0,149,2018,7,23,4,0,0,0,99.45,1,1
25041,2,2,1,2,1,0,5,142,2018,8,5,4,0,0,0,243.6,0,0
25042,2,0,0,2,0,0,0,163,2018,8,26,4,0,0,0,96.3,0,0
25043,2,0,2,1,0,0,0,92,2018,3,26,3,0,0,0,100.0,0,0
25044,2,0,0,4,0,0,0,101,2018,4,26,4,0,0,0,93.08,1,1
25045,2,0,2,3,0,0,3,20,2018,11,13,4,0,0,0,96.9,1,0
25046,2,0,1,2,0,0,0,187,2018,8,19,4,0,0,0,105.3,0,0
25047,2,0,2,2,0,0,0,72,2017,9,5,3,0,0,0,72.25,0,1
25048,1,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,73.0,0,1
25049,1,0,0,1,0,0,0,78,2018,4,7,3,0,0,0,72.72,0,1
25050,2,0,2,1,0,0,0,12,2018,9,18,4,0,0,0,162.33,2,1
25051,1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1
25052,2,0,2,0,0,1,3,162,2018,6,26,4,0,0,0,114.3,1,0
25053,2,0,2,3,0,0,0,68,2018,4,2,4,0,0,0,89.93,1,1
25054,2,0,1,3,3,0,0,23,2018,11,24,4,0,0,0,79.2,0,0
25055,1,0,0,2,1,0,0,346,2018,9,13,4,0,0,0,3.0,0,0
25056,3,1,1,2,0,0,3,64,2018,11,18,4,0,0,0,126.0,1,1
25057,2,0,0,3,0,0,0,44,2018,2,17,3,0,0,0,75.0,0,1
25058,2,0,0,1,0,0,0,42,2018,9,15,4,0,0,0,112.59,1,1
25059,1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
25060,2,0,1,0,3,0,0,20,2018,6,26,4,0,0,0,89.0,1,1
25061,2,0,2,2,0,0,0,64,2018,9,2,3,0,0,0,109.8,0,1
25062,2,0,1,2,0,0,0,141,2018,6,3,3,0,0,0,132.0,0,1
25063,3,0,1,0,0,0,3,28,2018,5,29,4,0,0,0,157.0,2,1
25064,1,0,1,1,0,0,0,3,2018,7,11,2,1,0,5,65.0,1,1
25065,2,0,2,3,0,0,0,169,2018,8,27,4,0,0,0,90.95,2,1
25066,2,0,0,1,3,0,0,81,2018,5,19,4,0,0,0,116.1,0,0
25067,2,0,0,1,0,0,0,180,2017,10,16,3,0,0,0,70.0,0,0
25068,2,0,0,3,0,0,3,93,2017,12,30,3,0,0,0,60.67,0,1
25069,3,0,0,2,0,0,3,82,2018,8,19,4,0,0,0,150.3,3,1
25070,2,0,0,3,0,0,0,49,2018,11,15,3,0,0,0,75.0,1,1
25071,3,0,0,4,0,0,3,86,2018,7,27,4,0,0,0,139.95,0,0
25072,2,0,2,1,0,0,0,9,2018,8,14,4,0,0,0,116.27,1,1
25073,2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,101.5,0,1
25074,2,0,1,3,0,0,0,20,2018,1,25,4,0,0,0,91.0,1,1
25075,2,0,2,2,3,0,0,5,2017,8,16,4,0,0,0,92.25,0,1
25076,2,0,0,2,0,0,0,219,2018,9,13,4,0,0,0,136.1,1,0
25077,2,0,0,3,1,0,0,14,2017,9,9,3,0,0,0,113.0,2,1
25078,2,0,1,1,0,0,0,14,2018,4,11,1,0,0,0,0.0,0,1
25079,2,0,0,2,0,0,0,298,2018,5,10,3,0,0,0,93.0,0,1
25080,2,1,0,3,0,0,0,36,2018,9,6,4,0,0,0,99.68,0,1
25081,2,0,0,2,1,0,0,291,2018,8,19,3,0,0,0,115.0,0,0
25082,2,0,1,4,0,0,3,23,2017,9,16,3,0,0,0,68.0,1,1
25083,2,0,2,4,0,0,3,53,2018,9,1,4,0,0,0,121.35,1,1
25084,2,0,1,3,0,0,0,125,2018,8,22,4,0,0,0,103.05,0,1
25085,1,0,1,3,3,0,0,39,2018,3,10,4,0,0,0,51.28,1,0
25086,2,0,2,6,3,0,0,171,2018,7,22,3,0,0,0,63.75,0,0
25087,3,0,1,3,0,0,3,266,2018,12,26,4,0,0,0,104.55,0,1
25088,2,0,2,4,0,0,0,59,2017,11,28,4,0,0,0,106.2,1,1
25089,2,0,0,1,0,0,6,2,2018,12,10,1,0,0,0,0.0,2,1
25090,2,0,0,4,3,0,0,64,2018,4,26,4,0,0,0,94.78,0,0
25091,1,0,2,1,0,0,0,2,2018,5,15,2,1,0,2,65.0,0,1
25092,2,0,1,2,3,0,0,104,2018,10,17,4,0,0,0,108.0,1,0
25093,1,0,1,2,0,0,0,14,2018,5,23,4,0,0,0,127.0,0,0
25094,2,0,2,3,3,0,0,121,2018,7,7,4,0,0,0,103.5,1,1
25095,1,0,3,5,0,0,0,10,2018,5,29,2,0,0,0,110.0,0,1
25096,2,0,0,1,3,0,0,115,2018,10,13,4,0,0,0,108.0,0,0
25097,1,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,95.0,0,1
25098,2,0,2,3,0,0,0,222,2018,10,2,4,0,0,0,102.85,1,0
25099,2,0,0,1,0,0,0,0,2018,9,27,2,0,0,0,160.0,0,1
25100,1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.0,0,1
25101,2,0,0,2,0,0,0,143,2018,4,22,4,0,0,0,77.03,0,1
25102,2,0,2,1,0,0,0,21,2018,8,28,4,0,0,0,125.0,1,1
25103,1,0,1,2,0,0,3,18,2018,5,9,4,0,0,0,136.0,0,0
25104,2,0,1,1,0,0,3,175,2018,9,17,4,0,0,0,140.4,1,0
25105,2,0,2,5,0,0,0,87,2018,6,12,4,0,0,0,134.42,1,1
25106,3,0,4,5,1,0,3,114,2018,7,17,4,0,0,0,191.0,0,0
25107,2,0,2,1,0,0,3,202,2018,10,15,4,0,0,0,120.0,1,0
25108,2,0,2,5,0,0,0,14,2017,10,13,4,0,0,0,131.43,2,1
25109,2,0,0,2,0,0,0,49,2018,12,8,4,0,0,0,98.1,1,1
25110,2,1,1,0,0,0,0,86,2018,7,17,4,0,0,0,114.3,1,1
25111,2,0,1,2,3,0,0,16,2018,6,17,4,0,0,0,129.0,0,0
25112,2,0,1,1,3,0,0,0,2018,10,8,4,0,0,0,87.2,0,1
25113,2,0,0,5,0,0,3,140,2018,8,9,3,0,0,0,86.05,0,1
25114,2,0,2,2,0,0,1,46,2018,3,18,3,0,0,0,74.8,0,1
25115,1,0,1,0,0,0,0,4,2018,9,11,4,0,0,0,149.0,1,1
25116,2,0,2,1,3,0,0,33,2018,10,2,4,0,0,0,108.0,0,1
25117,1,0,1,3,0,0,0,22,2017,9,17,4,0,0,0,109.25,3,1
25118,2,2,1,2,0,1,5,19,2018,1,1,4,0,0,0,194.67,0,1
25119,2,0,0,4,0,0,0,43,2018,11,30,4,0,0,0,88.4,4,1
25120,2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1
25121,2,0,1,2,0,0,0,191,2018,6,3,3,0,0,0,132.0,0,0
25122,2,0,0,1,0,0,0,0,2018,1,1,4,0,0,0,105.0,0,1
25123,1,0,1,0,0,1,0,30,2018,11,13,2,1,0,3,67.0,0,1
25124,3,0,1,3,0,0,3,65,2018,9,5,4,0,0,0,142.88,0,1
25125,1,0,0,1,0,0,0,4,2018,7,5,1,1,0,28,0.0,4,1
25126,1,0,2,3,0,0,0,269,2018,12,29,3,0,0,0,70.0,0,1
25127,2,0,0,2,0,0,0,263,2018,10,21,3,0,0,0,110.0,0,0
25128,1,0,1,2,0,0,0,0,2018,5,9,2,1,0,2,95.0,0,1
25129,3,0,1,3,0,0,3,79,2018,10,20,4,0,0,0,151.2,3,1
25130,2,0,1,4,0,0,0,96,2017,7,22,4,0,0,0,76.5,1,0
25131,1,0,2,2,0,0,0,62,2018,9,4,4,0,0,0,98.55,1,0
25132,1,0,2,1,0,0,0,1,2018,2,28,3,0,0,0,60.0,0,0
25133,2,0,0,2,1,0,0,377,2018,10,14,3,0,0,0,115.0,1,0
25134,2,0,1,1,1,0,0,7,2018,5,21,3,0,0,0,112.0,1,1
25135,2,1,1,1,0,0,0,136,2018,7,16,4,0,0,0,121.5,0,0
25136,2,0,0,2,0,0,0,185,2018,5,6,4,0,0,0,81.77,2,0
25137,2,0,0,1,0,0,0,1,2018,8,4,4,0,0,0,110.19,0,1
25138,2,0,1,5,0,0,0,41,2018,12,27,3,0,0,0,70.0,0,1
25139,2,2,2,1,0,0,5,46,2018,5,28,4,0,0,0,207.9,2,1
25140,2,0,0,1,0,0,1,194,2018,7,15,4,0,0,0,86.75,0,0
25141,1,0,0,1,0,0,0,118,2018,3,1,3,0,0,0,76.0,0,1
25142,2,0,1,0,0,0,0,13,2018,3,20,3,0,0,0,85.0,1,1
25143,1,0,0,3,0,0,0,3,2018,3,29,4,0,0,0,98.33,1,1
25144,2,0,2,5,0,0,0,227,2018,10,16,3,0,0,0,72.76,0,1
25145,2,0,0,3,0,0,0,193,2017,10,15,3,0,0,0,65.0,0,0
25146,0,2,2,2,0,0,1,38,2018,12,2,4,0,0,0,77.86,1,1
25147,2,0,2,2,0,0,0,56,2017,9,25,3,0,0,0,185.0,0,1
25148,2,0,1,0,0,0,5,6,2018,11,13,1,0,0,0,0.0,0,1
25149,2,0,0,2,0,0,0,211,2018,5,20,3,0,0,0,100.0,0,0
25150,2,0,0,3,0,0,0,19,2017,10,6,3,1,1,0,90.0,0,1
25151,2,0,2,2,3,0,0,158,2018,7,24,4,0,0,0,89.25,0,0
25152,2,0,0,4,0,0,0,178,2018,10,26,4,0,0,0,90.9,2,1
25153,3,0,1,0,0,0,3,60,2018,7,25,4,0,0,0,137.7,2,1
25154,2,0,2,4,3,0,0,70,2018,11,4,4,0,0,0,120.15,2,1
25155,2,0,1,2,3,0,0,49,2018,11,21,4,0,0,0,79.2,1,0
25156,2,0,0,3,0,0,3,76,2018,5,12,4,0,0,0,140.4,2,1
25157,2,0,0,4,0,0,0,270,2018,4,20,3,0,0,0,62.8,0,0
25158,1,0,0,2,3,0,0,6,2018,3,2,4,0,0,0,80.0,1,1
25159,2,0,1,1,3,0,0,24,2018,9,26,4,0,0,0,107.1,0,0
25160,2,0,0,4,0,0,0,91,2018,5,11,3,0,0,0,75.0,0,1
25161,1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.0,0,1
25162,3,0,0,3,0,0,3,118,2018,6,2,4,0,0,0,159.3,0,0
25163,2,0,1,2,0,0,0,35,2018,10,28,4,0,0,0,129.0,1,1
25164,3,0,1,3,0,0,3,40,2018,12,22,4,0,0,0,135.4,2,1
25165,2,0,2,2,3,0,0,149,2018,8,26,4,0,0,0,85.5,0,0
25166,2,0,2,1,0,0,0,282,2017,10,10,3,0,0,0,76.67,0,1
25167,3,0,0,3,0,0,3,74,2018,12,22,4,0,0,0,126.0,1,1
25168,2,1,1,0,0,0,0,20,2018,6,12,4,0,0,0,109.65,0,1
25169,2,2,2,2,0,0,1,25,2018,1,1,4,0,0,0,178.25,0,0
25170,2,1,0,1,0,0,0,21,2018,6,23,4,0,0,0,119.0,0,0
25171,2,0,1,4,0,0,0,259,2018,12,28,4,0,0,0,131.43,2,1
25172,3,0,0,2,0,0,3,93,2018,7,12,4,0,0,0,137.7,2,1
25173,1,0,0,3,0,0,0,38,2018,10,13,3,0,0,0,80.0,0,1
25174,1,0,0,4,0,0,0,190,2018,6,22,3,0,0,0,95.0,0,1
25175,3,0,2,1,0,0,3,197,2018,10,29,4,0,0,0,128.7,0,0
25176,2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,109.0,0,1
25177,2,0,2,7,0,0,0,96,2017,9,1,3,0,0,0,76.5,0,1
25178,2,0,0,1,0,0,0,80,2018,7,20,4,0,0,0,105.3,0,0
25179,2,2,1,1,3,0,5,7,2017,8,17,4,0,0,0,153.0,0,1
25180,2,0,0,2,1,0,0,320,2018,8,18,3,0,0,0,115.0,1,0
25181,2,0,1,0,0,0,0,13,2018,3,20,3,0,0,0,85.0,0,1
25182,2,0,0,2,0,0,3,18,2018,9,15,4,0,0,0,174.0,0,0
25183,2,0,0,1,1,0,0,3,2017,9,23,3,0,0,0,106.0,0,1
25184,2,0,0,2,0,0,0,69,2018,4,27,4,0,0,0,105.3,0,0
25185,1,0,1,0,0,0,0,0,2017,10,18,4,0,0,0,114.0,0,1
25186,2,0,1,3,1,0,0,4,2018,3,7,3,0,0,0,106.0,0,1
25187,2,0,0,1,1,0,0,100,2017,10,16,3,0,0,0,108.0,0,0
25188,2,0,0,2,0,0,4,117,2018,4,29,4,0,0,0,99.85,0,0
25189,2,0,0,4,0,0,0,15,2017,8,18,3,0,0,0,75.0,0,1
25190,2,0,1,1,0,0,0,61,2017,10,26,3,0,0,0,72.24,1,1
25191,2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,101.5,0,0
25192,2,0,1,0,3,0,0,137,2018,4,17,4,0,0,0,94.5,0,1
25193,2,0,1,3,1,0,0,210,2017,10,8,3,0,0,0,86.0,0,0
25194,2,0,1,2,0,0,0,309,2018,5,13,3,0,0,0,65.0,0,1
25195,2,0,1,2,0,0,0,101,2018,7,11,3,0,0,0,81.25,0,1
25196,2,0,0,3,0,0,3,81,2018,9,8,4,0,0,0,149.4,1,0
25197,2,0,0,2,0,0,3,15,2018,3,4,4,0,0,0,88.8,0,0
25198,2,0,0,5,0,0,0,130,2018,6,28,4,0,0,0,90.95,1,0
25199,2,0,2,1,3,0,0,8,2018,10,29,4,0,0,0,126.67,1,1
25200,2,0,0,3,0,0,0,1,2018,6,2,4,0,0,0,120.0,1,1
25201,1,0,0,1,0,0,3,31,2018,4,9,2,0,0,0,90.0,1,1
25202,2,0,1,2,0,0,0,17,2018,2,19,3,0,0,0,66.0,0,1
25203,2,0,0,2,3,0,0,28,2018,9,1,4,0,0,0,99.0,0,1
25204,2,0,2,2,0,0,0,143,2018,8,14,4,0,0,0,114.3,1,1
25205,2,0,0,2,1,0,0,56,2017,9,17,3,0,0,0,82.0,0,1
25206,2,0,0,1,0,0,3,3,2018,5,20,4,0,0,0,156.0,0,0
25207,2,0,0,3,0,0,0,204,2018,5,5,3,0,0,0,100.0,0,0
25208,1,0,0,1,0,0,0,0,2018,5,24,4,0,0,0,135.0,0,0
25209,2,0,1,4,3,0,0,143,2018,5,2,4,0,0,0,64.26,0,1
25210,1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0
25211,2,0,2,2,0,0,0,16,2018,1,9,4,0,0,0,61.16,0,1
25212,2,0,1,2,0,0,0,83,2018,4,25,4,0,0,0,96.3,1,1
25213,2,1,2,1,0,0,0,7,2018,4,9,4,0,0,0,133.83,2,1
25214,1,0,0,2,1,0,0,0,2018,6,15,3,0,0,0,87.0,0,1
25215,2,1,0,3,0,0,5,8,2018,4,21,4,0,0,0,220.0,2,1
25216,1,0,1,1,0,0,3,45,2018,6,18,4,0,0,0,109.49,0,0
25217,2,0,2,0,1,0,0,275,2018,4,17,3,0,0,0,110.0,0,0
25218,2,0,2,1,0,0,0,36,2018,8,28,3,0,0,0,67.5,2,1
25219,0,2,0,2,0,0,1,12,2017,12,24,4,0,0,0,77.25,1,1
25220,2,0,2,2,0,0,0,9,2018,2,14,3,0,0,0,87.0,1,1
25221,2,0,0,2,1,0,0,292,2018,7,21,3,0,0,0,109.0,0,0
25222,2,0,0,3,0,0,1,14,2018,1,21,4,0,0,0,79.25,0,1
25223,1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1
25224,1,0,2,2,0,0,0,2,2018,5,15,3,0,0,0,66.88,0,1
25225,3,0,2,1,0,0,3,59,2018,12,24,4,0,0,0,138.6,2,1
25226,2,0,0,5,0,0,3,9,2018,4,12,4,0,0,0,143.6,0,0
25227,2,0,1,1,0,0,0,89,2018,12,10,4,0,0,0,104.0,2,1
25228,1,0,0,1,0,0,0,99,2018,2,19,2,0,0,0,81.0,0,1
25229,2,0,0,2,0,0,3,21,2017,10,7,4,0,0,0,117.0,1,1
25230,2,0,2,2,0,0,3,3,2018,8,5,4,0,0,0,166.0,1,1
25231,2,0,0,3,0,0,0,73,2018,4,26,3,0,0,0,77.04,0,1
25232,2,0,2,1,0,0,1,193,2018,7,9,4,0,0,0,76.85,1,1
25233,1,0,0,1,3,0,0,183,2018,10,11,4,0,0,0,98.1,0,0
25234,2,0,2,2,0,0,3,4,2018,11,26,4,0,0,0,75.51,0,1
25235,2,0,2,2,3,0,0,206,2018,8,12,4,0,0,0,80.75,0,0
25236,2,0,1,3,0,0,3,142,2018,5,23,4,0,0,0,113.05,1,1
25237,1,0,0,1,0,0,0,1,2018,2,19,2,0,0,0,80.0,0,1
25238,2,0,1,2,0,0,0,66,2018,9,5,4,0,0,0,102.0,2,1
25239,3,0,2,5,0,0,3,19,2018,2,19,4,0,0,0,130.0,1,1
25240,2,0,3,5,0,0,0,160,2018,7,25,4,0,0,0,71.6,0,0
25241,3,0,1,0,0,0,3,63,2018,8,8,4,0,0,0,168.3,0,0
25242,1,0,0,1,0,0,1,0,2018,7,12,4,0,0,0,0.0,0,1
25243,2,0,0,2,1,0,0,377,2018,10,14,3,0,0,0,115.0,1,0
25244,3,0,4,6,0,0,3,95,2018,7,30,4,0,0,0,149.58,0,0
25245,2,0,1,1,0,0,3,34,2018,9,24,4,0,0,0,143.55,1,0
25246,2,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,105.0,0,1
25247,2,1,1,4,0,0,0,24,2018,12,5,4,0,0,0,78.15,1,1
25248,2,1,1,2,0,0,0,79,2018,12,9,4,0,0,0,109.8,2,1
25249,2,0,0,2,0,0,3,15,2018,10,7,4,0,0,0,170.0,2,1
25250,1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
25251,1,0,0,2,0,0,0,0,2018,3,1,2,1,1,4,65.0,0,1
25252,2,0,0,1,0,0,0,167,2018,8,6,4,0,0,0,105.3,0,0
25253,2,1,1,3,0,0,0,45,2018,9,12,4,0,0,0,162.79,1,1
25254,1,0,0,1,0,0,4,0,2017,8,5,1,0,0,0,0.0,0,1
25255,2,0,0,2,0,0,0,1,2018,6,2,2,0,0,0,110.0,1,1
25256,2,0,0,3,0,0,4,30,2018,4,6,4,0,0,0,110.8,0,1
25257,2,0,2,4,0,0,3,123,2018,9,18,4,0,0,0,114.69,1,1
25258,2,0,0,2,0,0,0,10,2017,12,31,3,0,0,0,206.55,0,1
25259,2,0,0,2,0,0,0,56,2018,11,25,4,0,0,0,93.6,1,0
25260,3,0,2,5,0,0,3,110,2018,6,13,4,0,0,0,150.45,4,1
25261,1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1
25262,1,0,0,1,3,0,0,8,2018,10,25,4,0,0,0,83.39,1,1
25263,2,0,1,1,3,0,0,54,2018,10,29,4,0,0,0,89.1,2,1
25264,2,0,1,3,3,0,0,39,2018,11,7,4,0,0,0,148.0,0,0
25265,2,0,0,3,0,0,0,56,2017,10,15,4,0,0,0,72.76,1,0
25266,2,0,1,1,0,0,0,11,2018,8,20,4,0,0,0,141.0,2,1
25267,2,0,2,2,3,0,0,158,2018,7,2,4,0,0,0,82.88,1,1
25268,1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
25269,2,2,0,4,0,0,5,1,2017,12,30,4,0,0,0,205.5,2,1
25270,2,0,0,1,0,0,0,0,2017,10,20,4,0,0,0,154.0,0,1
25271,2,0,2,0,0,0,0,13,2017,11,22,3,0,0,0,90.6,1,1
25272,2,0,2,5,0,0,3,47,2018,8,31,4,0,0,0,140.53,2,1
25273,2,0,2,0,3,0,0,13,2018,5,8,4,0,0,0,99.0,2,1
25274,3,0,1,1,0,0,0,195,2018,8,6,4,0,0,0,137.7,0,0
25275,1,0,0,1,0,0,0,10,2018,1,15,4,0,0,0,72.9,0,1
25276,3,0,1,1,0,0,3,63,2018,4,2,4,0,0,0,126.0,1,1
25277,2,0,0,1,0,0,3,168,2018,5,21,4,0,0,0,144.9,0,0
25278,2,0,1,2,0,0,0,19,2018,5,2,4,0,0,0,130.0,0,1
25279,2,0,0,1,3,0,0,13,2018,1,16,4,0,0,0,75.0,1,1
25280,2,0,1,2,1,0,0,180,2018,10,28,3,0,0,0,100.08,2,0
25281,2,0,2,1,0,0,0,20,2018,9,18,3,0,0,0,95.0,0,1
25282,2,0,1,0,0,0,0,139,2018,6,13,4,0,0,0,126.9,0,1
25283,2,0,2,3,0,0,0,131,2018,4,16,4,0,0,0,82.79,2,1
25284,2,1,3,6,0,0,0,81,2018,8,1,4,0,0,0,134.1,0,0
25285,2,0,1,2,0,0,0,78,2018,3,25,3,0,0,0,100.0,0,0
25286,2,0,1,2,0,0,0,264,2018,10,28,4,0,0,0,96.3,0,0
25287,2,2,2,1,0,1,5,33,2018,9,3,4,0,0,0,190.8,0,1
25288,2,0,1,0,0,1,6,2,2018,6,6,1,0,0,0,0.0,1,1
25289,1,0,0,3,0,0,0,58,2018,1,27,3,0,0,0,81.0,0,1
25290,1,0,0,1,0,0,0,4,2018,12,13,4,0,0,0,97.0,2,1
25291,2,0,2,0,1,0,0,386,2018,10,23,3,0,0,0,115.0,1,0
25292,2,0,2,2,3,0,0,107,2018,5,8,4,0,0,0,89.25,2,1
25293,2,0,0,3,0,0,3,21,2018,11,16,4,0,0,0,74.48,0,1
25294,1,0,0,2,0,0,0,1,2018,6,2,2,0,0,0,100.0,0,1
25295,2,0,2,4,0,0,0,94,2018,11,13,4,0,0,0,65.84,1,1
25296,2,0,0,2,0,0,0,4,2018,2,4,4,0,0,0,93.0,1,1
25297,3,0,0,3,0,0,3,236,2018,9,22,4,0,0,0,159.3,0,0
25298,2,0,1,1,0,0,0,159,2018,4,9,3,0,0,0,70.0,1,1
25299,2,0,2,1,0,0,0,20,2017,12,27,3,0,0,0,58.0,0,1
25300,2,1,1,4,0,0,0,170,2018,8,10,4,0,0,0,114.75,2,0
25301,1,0,0,1,0,0,0,7,2018,4,13,3,0,0,0,90.0,0,1
25302,2,0,0,3,0,0,0,112,2018,6,2,3,0,0,0,120.0,0,0
25303,3,0,0,3,0,0,3,160,2018,7,14,4,0,0,0,137.7,0,0
25304,2,0,0,4,0,0,0,55,2018,8,30,4,0,0,0,109.8,2,0
25305,2,0,0,3,0,0,0,240,2018,6,9,4,0,0,0,106.2,0,0
25306,2,1,2,1,0,0,3,134,2018,10,15,4,0,0,0,135.0,2,1
25307,2,0,2,1,0,0,0,1,2018,6,26,4,0,0,0,137.67,1,1
25308,2,0,0,3,0,0,3,29,2017,10,20,3,0,0,0,75.0,0,1
25309,2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0
25310,2,0,1,4,0,0,0,148,2017,12,30,3,0,0,0,67.0,0,1
25311,2,0,0,2,0,0,0,211,2018,5,20,3,0,0,0,100.0,0,0
25312,2,0,0,3,0,0,0,44,2018,11,3,4,0,0,0,93.33,1,1
25313,2,0,0,1,0,0,0,1,2017,8,19,4,0,0,0,106.0,0,1
25314,1,0,5,14,0,0,0,14,2018,1,20,4,0,0,0,80.09,0,1
25315,2,0,0,2,0,0,3,65,2018,9,9,4,0,0,0,149.4,1,1
25316,2,0,2,1,0,0,0,124,2018,10,9,4,0,0,0,118.8,2,1
